8001 51
0.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	-65.00000	
0.02500	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	-64.99925	
0.05000	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	-64.99852	
0.07500	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	-64.99780	
0.10000	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	-64.99708	
0.12500	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	-64.99638	
0.15000	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	-64.99569	
0.17500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	-64.99500	
0.20000	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	-64.99432	
0.22500	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	-64.99365	
0.25000	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	-64.99298	
0.27500	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	-64.99233	
0.30000	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	-64.99168	
0.32500	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	-64.99103	
0.35000	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	-64.99039	
0.37500	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	-64.98976	
0.40000	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	-64.98913	
0.42500	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	-64.98851	
0.45000	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	-64.98789	
0.47500	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	-64.98728	
0.50000	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	-64.98667	
0.52500	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	-64.98607	
0.55000	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	-64.98547	
0.57500	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	-64.98488	
0.60000	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	-64.98429	
0.62500	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	-64.98371	
